source,target,ligand_complex,receptor_complex,lr_means,cellphone_pvals,expr_prod,scaled_weight,lr_logfc,spec_weight,lrscore,specificity_rank,magnitude_rank
Plasmablasts,Cancer Epithelial,COL1A1,SDC1,0.18417819,1.0,0.033875864,-0.1801172281920682,-2.0179914213333907,0.009370487,0.6542305,1.0,0.034729530974444256
PVL,Cancer Epithelial,TIMP1,CD63,1.4746356,0.717,2.1343496,-0.02197698785162569,-0.23134208064397455,0.028363252,0.93757284,1.0,0.03917821096028991
B-cells,Cancer Epithelial,VCAN,CD44,0.18568844,0.873,0.034124196,-0.1048788204382749,-0.8836493647614931,0.010564786,0.6550561,1.0,0.03966890613859453
Cancer Epithelial,Myeloid,FN1,PLAUR,1.4661874,0.0,1.973033,0.4780215773393418,0.48729654104472653,0.064364836,0.935233,0.15443916519390416,0.04044199896935321
Endothelial,Cancer Epithelial,VWF,ITGB1,1.401577,0.0,1.9644014,0.8179469973145299,1.720857641349851,0.199337,0.9351001,0.017688151342452645,0.04636376780717
Cancer Epithelial,T-cells,S100A8,CD69,1.3913094,0.0,1.8438672,1.2531553205196273,3.0147136521171785,0.19264184,0.93315196,0.0016355317709524687,0.04911816572209242
Cancer Epithelial,Endothelial,COPA,CD74,2.147155,0.0,1.2206519,0.6152710102644487,0.8457947949567377,0.07036798,0.9190795,0.08504009644091182,0.05052344471853765
CAFs,Cancer Epithelial,MDK,NCL,1.3815547,0.0,1.3361243,0.7185069872156208,1.247725133389962,0.10303964,0.92237765,0.02162776794647476,0.05123307922207035
Cancer Epithelial,Endothelial,HMGB1,THBD,1.6196699,0.0,1.1954998,0.782160656156389,1.2934520090324033,0.15317774,0.9183019,0.017688151342452645,0.053389927879080354
Endothelial,Cancer Epithelial,HSPG2,ITGB1,1.3590131,0.0,1.845436,0.7336484669265387,1.3964078334825494,0.18433118,0.9331784,0.017688151342452645,0.055588527598015774
CAFs,Cancer Epithelial,LGALS3BP,ITGB1,1.3503842,0.0,1.8213186,0.47814206848831114,0.7239377541708936,0.0861241,0.93276715,0.06493311531197306,0.05858468718242346
Cancer Epithelial,Endothelial,S100A8,CD36,1.3283453,0.0,1.6304921,0.9923712001706633,2.304391057531609,0.2225564,0.92921245,0.012170863461374595,0.066396023871197
Endothelial,Cancer Epithelial,HBEGF,PRLR,0.19438286,0.0,0.036891993,0.6547275006983543,0.6738539507331938,0.45722094,0.6638131,0.07742246015503348,0.06918999112518037
Cancer Epithelial,CAFs,PSAP,LRP1,1.3160839,0.0,1.1555355,0.5727443904270683,1.0203190496860417,0.14648601,0.91701734,0.017688151342452645,0.06964791856837786
Cancer Epithelial,Myeloid,MIF,CD44_CD74,1.3151412,0.0,1.3195419,0.8168836392793178,1.2720724849305731,0.12902345,0.9219294,0.017688151342452645,0.07130096210644121
Cancer Epithelial,CAFs,MDK,SDC2,1.7750379,0.0,1.1190256,0.7269334155252541,1.1899122456814835,0.0966001,0.9157876,0.027011358069026613,0.07130096210644121
Cancer Epithelial,Myeloid,HMGB1,CXCR4,1.5965197,0.0,1.0651827,0.7605874002260888,1.204455227078947,0.08306187,0.9138665,0.04702136627076004,0.07896169736764574
Cancer Epithelial,Myeloid,S100A8,ITGB2,1.2820058,0.0,1.4734551,1.3104634309920375,2.7273973115786463,0.32695735,0.9258085,0.003191399037734821,0.0798352010440399
B-cells,Cancer Epithelial,CXCL10,SDC4,0.19698048,0.756,0.038009066,0.05905717934227579,-1.2334265584398254,0.013311282,0.66713345,1.0,0.08387665309404593
Plasmablasts,Cancer Epithelial,COL1A1,CD44,0.1977489,1.0,0.039058287,-0.26718614710380423,-2.2877216649449497,0.004095878,0.67015,1.0,0.08876127743546142
Cancer Epithelial,B-cells,APP,CD74,1.258307,0.378,1.0206023,0.11906042430996763,-0.7919910931672165,0.030625256,0.9121689,1.0,0.09252747538804001
Cancer Epithelial,Plasmablasts,APP,CD74,1.2300713,0.408,0.99190646,0.10576130151946704,-1.2194114611842792,0.029764177,0.9110198,1.0,0.1001643635781033
Endothelial,Cancer Epithelial,HLA-A,APLP2,1.2167108,0.0,1.197869,0.4677441656002152,0.665326565725818,0.07047419,0.9183761,0.08454818104833521,0.10211675282656112
CAFs,Cancer Epithelial,COL1A1,DDR1,1.9423485,0.0,0.9909179,1.1149731102005798,2.4875337424069905,0.51977307,0.91097933,0.0001837143301028084,0.10211675282656112
CAFs,Cancer Epithelial,CLEC11A,ITGB1,1.2119992,0.0,1.4345354,0.5230321441130705,1.0044044722955134,0.12681104,0.9248839,0.017688151342452645,0.10607299028805792
Myeloid,Cancer Epithelial,C1QB,C1QBP,1.2085639,0.0,1.4228971,1.1520266097385692,2.005717154597204,0.26326534,0.9246005,0.006027530500952695,0.10807675442503228
Plasmablasts,Cancer Epithelial,ARF6,SMAP1,0.20478547,0.569,0.041650694,0.057012686436291135,-0.40425875020438606,0.025522094,0.6772134,1.0,0.10824524490106296
Cancer Epithelial,T-cells,HLA-B,CD3D,1.2030733,0.988,1.0488366,0.4767887437289603,0.24923069922451346,0.024763139,0.91325593,1.0,0.10908500958666055
CAFs,Cancer Epithelial,VCAN,ITGB1,1.2007841,0.0,1.4031893,0.5239361303358556,0.9664535677293848,0.1214541,0.92411286,0.018778977605582177,0.11111427616940694
B-cells,Cancer Epithelial,APOE,SDC2,0.20473972,0.959,0.04190111,-0.1663186481045084,-1.8097814549039313,0.007456788,0.6778682,1.0,0.11310261134849403
CAFs,Cancer Epithelial,COL3A1,DDR1,1.810457,0.0,0.9185159,1.0754362133616049,2.1517971763673884,0.48814404,0.9078545,0.0012451934201812209,0.11730359238682994
Endothelial,Cancer Epithelial,THBS1,ITGA6,0.2130822,0.298,0.042180706,0.04193581068126416,-0.2467201204174104,0.038247373,0.67859393,1.0,0.11795454353358378
Cancer Epithelial,CAFs,MDK,SDC1,1.7401266,0.0,0.8955643,0.862740936018926,1.659519356143909,0.16721347,0.9067906,0.017688151342452645,0.1247154816671559
Myeloid,Cancer Epithelial,APOE,LSR,1.2569432,0.0,0.8665091,0.994249510054965,2.0675023495796885,0.26912394,0.90538734,0.005636201802073195,0.13233113153658693
B-cells,Cancer Epithelial,COL1A2,SDC1,0.20935117,1.0,0.04280799,-0.19409573991554285,-1.9043839785498196,0.010948147,0.68020153,1.0,0.13247769968092074
Plasmablasts,Cancer Epithelial,CCL5,SDC1,0.21015732,0.427,0.043094035,0.05122829659597537,-0.6148257875332097,0.023731241,0.6809255,1.0,0.13730788450155695
Cancer Epithelial,T-cells,COPA,CD74,1.5395927,0.0,0.8487481,0.3291039759717542,0.11055402753087429,0.048928518,0.9044966,0.454285979860945,0.14241870920836158
CAFs,Cancer Epithelial,SPON2,ITGB1,1.1643585,0.0,1.3013805,0.5087411466404113,1.0137958621928722,0.13564563,0.9214292,0.017688151342452645,0.1435599246660694
Endothelial,Cancer Epithelial,LGALS1,ITGB1,1.1595286,0.977,1.287881,-0.03548736859861992,-0.8159705841045781,0.020769099,0.9210509,1.0,0.1458545123998177
Endothelial,Cancer Epithelial,S100A8,CD69,0.2088075,0.99,0.04317263,-0.09761981256955601,-0.9127039362629972,0.0045105494,0.68112344,1.0,0.14695198379048022
Cancer Epithelial,B-cells,PTN,NCL,0.20841917,0.127,0.043403883,0.10646902982480562,-0.06659725071907369,0.03453306,0.68170327,0.7175574338209607,0.15176589624511458
Cancer Epithelial,CAFs,COL1A2,SDC1,0.21787287,1.0,0.043630335,-0.10848183854887555,-1.462954515396925,0.011158463,0.6822676,1.0,0.1565744068574867
Cancer Epithelial,PVL,S100A8,CD36,1.143666,0.0,1.0046444,0.807931552650236,2.3608557650215523,0.1371304,0.91153556,0.017688151342452645,0.1611613862291175
Cancer Epithelial,B-cells,MYL9,CD69,0.21492152,0.997,0.043695148,-0.14980260174072005,-1.4220768303594276,0.005623694,0.6824284,1.0,0.16137748630940732
Endothelial,Cancer Epithelial,LAMC1,ITGA6_ITGB1,0.21879321,0.003,0.043966055,0.16051029457387386,0.1840180933221475,0.070597954,0.6830978,0.4338528019909748,0.16617515384511683
Cancer Epithelial,Myeloid,S100A9,CD68,1.1276267,0.0,1.1872774,1.403065455592945,2.373660942628063,0.4232268,0.9180426,0.0003948325707576445,0.17091471938364744
Endothelial,Cancer Epithelial,TGM2,ITGB1,1.1088656,0.0,1.1462789,0.6545977340473951,1.1622869780492018,0.18067531,0.91671085,0.017688151342452645,0.17965448771951575
Plasmablasts,Cancer Epithelial,COL1A2,SDC1,0.21373533,1.0,0.044363618,-0.19175295583939223,-1.9490614529859844,0.011346,0.68407136,1.0,0.18053573154613914
PVL,Cancer Epithelial,LGALS3BP,ITGB1,1.1066585,0.0,1.1401101,0.2749300068484021,0.37130709917069593,0.053912014,0.9165046,0.2270396567949134,0.18091855043444138
T-cells,Cancer Epithelial,LGALS1,ITGB1,1.101232,0.982,1.1249431,-0.06799455760047124,-0.5863976396404804,0.01814147,0.91599077,1.0,0.18345829955981377
CAFs,Cancer Epithelial,LAMA4,ITGA6_ITGB1,0.22073862,0.014,0.04457422,0.10124790301836166,0.08077103961750134,0.05233383,0.6845829,0.7447838605144805,0.18531178190566966
Cancer Epithelial,CAFs,HMGB1,SDC1,1.5472076,0.0,0.7875966,0.6783186591293324,1.163455032438982,0.11088222,0.90121776,0.017688151342452645,0.18729678869863123
B-cells,Cancer Epithelial,MMP7,SDC1,0.21530949,0.21,0.044922177,0.10357230626722738,-0.13259780418683303,0.028424257,0.6854218,0.8393308946921665,0.19008243560241672
Cancer Epithelial,Endothelial,CALM1,AQP1,1.0754814,0.0,1.1564772,0.6168887732151089,1.2284453375199464,0.14308104,0.91704834,0.017688151342452645,0.19507710469588024
Endothelial,Cancer Epithelial,HBEGF,CD44,0.21440867,0.012,0.045874007,0.18063608371576056,0.1918244338376715,0.06010489,0.68767786,0.43504177368265823,0.1996075652102942
Cancer Epithelial,Endothelial,CD24,SELP,1.2814796,0.0,0.7624647,1.516258666376852,2.1963518864724874,0.60801363,0.89976484,0.0009818989097276122,0.20034007261866843
CAFs,Cancer Epithelial,COL1A2,CD44,1.9473703,0.0,0.75485057,0.6403353287870513,1.6332368471545335,0.07318783,0.8993113,0.07425585734669696,0.20432689037466284
Cancer Epithelial,Myeloid,MYL9,CD69,0.22169574,1.0,0.045930102,-0.14090302282966558,-1.0322340310517089,0.0059113395,0.68780905,1.0,0.2043620632163739
Plasmablasts,Cancer Epithelial,CXCL10,SDC4,0.21459171,0.833,0.045938604,0.07285850471767731,-1.206791767039292,0.01608831,0.6878289,1.0,0.2091111607507039
Cancer Epithelial,Myeloid,MIF,CD74_CXCR4,1.1669732,0.0,0.7400585,0.7640213428412164,1.235364685262771,0.10572287,0.89841175,0.019422310698439384,0.21240182850512457
CAFs,Cancer Epithelial,COL1A1,CD44,1.9073889,0.0,0.7384937,0.6434211080233411,1.863707121935111,0.07744273,0.89831513,0.06177106803192652,0.21512330229606774
Cancer Epithelial,CAFs,TIMP1,CD63,1.630431,0.077,0.73784006,0.057333432589824984,-0.8213459373682557,0.009805114,0.89827466,1.0,0.21648958377191782
CAFs,Cancer Epithelial,FBLN1,ITGB1,1.0356228,0.0,0.9415668,0.5413796353956868,1.237202383413862,0.1865131,0.908886,0.017688151342452645,0.22199169021689152
CAFs,Cancer Epithelial,COL1A2,SDC1,1.9337995,0.0,0.6546937,0.7274042476987874,1.9029670907660925,0.167438,0.89268064,0.017688151342452645,0.23277600418071448
Cancer Epithelial,Endothelial,CALM3,AQP1,1.0222588,0.0,1.043438,0.8026567099641415,1.6563881581364814,0.21525338,0.9130513,0.017688151342452645,0.2360034465748605
Cancer Epithelial,CAFs,LGALS9,MRC2,0.22589767,0.007,0.047561966,0.1892025174104167,0.42296140915479236,0.08727779,0.69154507,0.3934132321026922,0.2374928590011052
Plasmablasts,Cancer Epithelial,LGALS1,ITGB1,1.0186384,0.998,0.8940955,-0.11405028052045763,-1.4938613901275881,0.01441869,0.90672123,1.0,0.2388493509086978
CAFs,Cancer Epithelial,COL4A1,SDC1,0.22351557,0.813,0.047833942,0.020817074757214463,-0.3675161613414612,0.035602026,0.6921529,1.0,0.24220435071625124
Endothelial,Cancer Epithelial,THBS1,SDC1,0.2236357,0.133,0.047876567,0.0810164712952011,-0.12388603160203909,0.053381458,0.6922478,0.8671209667378825,0.246910482376836
Cancer Epithelial,CAFs,FN1,PLAUR,1.0129709,0.172,1.0250283,0.09677496285042847,-0.34899175155659523,0.033438765,0.9123421,1.0,0.24747341412228613
CAFs,Cancer Epithelial,TNC,SDC1,0.22468738,0.0,0.048249733,0.2442114875720372,0.6201348926480983,0.12135667,0.69307417,0.20617689119517174,0.2516112728464083
Cancer Epithelial,Myeloid,MMP7,CD44,1.0078794,0.0,0.90486985,1.091214795400477,1.7814921722721677,0.21705835,0.90722656,0.013477543633718494,0.25329418317395386
Cancer Epithelial,B-cells,MDK,NCL,1.7073668,0.0,0.68587357,0.7148257310172819,1.0452829715386533,0.052893408,0.894889,0.18857136599916163,0.2547582354377883
Endothelial,Cancer Epithelial,GNAI2,CAV1,0.2218879,0.865,0.048269477,0.018802922020763585,-0.2933490367877041,0.0263877,0.69311774,1.0,0.2563066935319057
Myeloid,Cancer Epithelial,HLA-A,APLP2,1.004914,0.0,0.9076276,0.3149556839337265,0.2357539462799676,0.053398434,0.9073545,0.3335064984918151,0.2576969806149598
CAFs,Cancer Epithelial,COL1A1,SDC1,1.8938181,0.0,0.64050716,0.7304900269350771,2.13343736554667,0.17717227,0.8916267,0.017688151342452645,0.2609967633149027
Endothelial,Cancer Epithelial,LAMA4,ITGA6_ITGB1,0.23318335,0.012,0.04846465,0.11813224790803345,0.08326084601346287,0.05690151,0.6935467,0.6561735836490106,0.2609967633149027
B-cells,Cancer Epithelial,COL1A1,SDC1,0.22567284,0.996,0.048599403,-0.15801588979363618,-1.9000788341036234,0.013443203,0.6938417,1.0,0.2656814852460825
PVL,Cancer Epithelial,LUM,ITGB1,0.99054706,0.968,0.8155811,-0.0037313787729438275,-1.3726757970079548,0.019144224,0.90276104,1.0,0.2695923359477681
B-cells,Cancer Epithelial,COL1A2,CD44,0.22292188,1.0,0.04935687,-0.28116465882727887,-2.1741142221613785,0.0047854795,0.6954819,1.0,0.27970361014048223
Cancer Epithelial,Myeloid,PKM,CD44,0.9840548,0.0,0.87271684,0.5677838351374169,0.8520189522580653,0.09585104,0.9056927,0.03334248403555885,0.28171007405691023
Cancer Epithelial,Endothelial,GRN,TNFRSF1A,0.22600074,0.452,0.04940148,0.04023769146316897,-0.06346191987765104,0.027763538,0.69557756,1.0,0.2843669711532748
Cancer Epithelial,PVL,COL1A2,ITGA1_ITGB1,0.23711658,1.0,0.04963126,-0.11705666415300489,-1.376661221396382,0.014318092,0.69606864,1.0,0.289024999567678
Cancer Epithelial,Plasmablasts,S100A8,CD69,1.0398118,0.0,0.65269977,0.7913771173342875,1.4755944246799615,0.068192154,0.89253443,0.09163231973431948,0.29560448820577323
Myeloid,Cancer Epithelial,LGALS3BP,ITGB1,0.9779523,0.002,0.7803789,0.16761811425593354,-0.2404574567305442,0.03690152,0.9008072,1.0,0.29716523444179477
B-cells,Cancer Epithelial,COL3A1,DDR1,0.22795928,0.996,0.049801663,0.195165344642033,-1.5290440781796648,0.026467025,0.6964311,1.0,0.29832507080404996
Cancer Epithelial,B-cells,LGALS9,CD47,0.23385972,0.732,0.050221443,-0.07239337362221512,-0.4150941654629949,0.010974631,0.6973176,1.0,0.3076038794497864
Plasmablasts,Cancer Epithelial,COL1A2,CD44,0.22730604,1.0,0.051150486,-0.27882187475112824,-2.218791696597543,0.004959383,0.6992485,1.0,0.31223529059671046
CAFs,Cancer Epithelial,FN1,PLAUR,1.3604299,0.0,0.63766325,0.20788252234382248,0.3330413069392013,0.020802032,0.89141154,1.0,0.3145543107560793
B-cells,Cancer Epithelial,LGALS1,ITGB1,0.9564632,0.983,0.72031724,-0.14872021625333115,-1.4373113769657944,0.011616244,0.89717126,1.0,0.31775908993798707
Cancer Epithelial,PVL,MMP7,CD151,0.95629,0.0,0.76650995,0.8548132270287192,1.5871943379668672,0.1201729,0.9000032,0.017688151342452645,0.3193663893668443
PVL,Cancer Epithelial,LAMA4,ITGA6_ITGB1,0.24231151,0.004,0.051318247,0.13051681437956714,0.3015847478887286,0.060251877,0.6995927,0.5798649393940829,0.3214821730584379
CAFs,Cancer Epithelial,TIMP2,ITGB1,0.955271,0.0,0.71698505,0.4052865862744154,0.7062641424500675,0.11009746,0.89695716,0.07161981898566151,0.322590820451779
Endothelial,Cancer Epithelial,TIMP1,CD63,0.9535075,1.0,0.8063746,-0.3510644824366849,-1.6150371019799707,0.010715866,0.9022616,1.0,0.325828364173238
Endothelial,Cancer Epithelial,MYL9,CD69,0.23145553,1.0,0.051693756,-0.1569241429281793,-1.2186259206801207,0.0066531384,0.7003582,1.0,0.3260976504746083
Cancer Epithelial,B-cells,COPA,CD74,1.1572626,0.43,0.6147145,0.14902313081553595,-0.6907142188174424,0.03543698,0.8896249,1.0,0.32907892839601594
B-cells,Cancer Epithelial,MMP7,CD44,0.2288802,0.404,0.051794495,0.016503387355491353,-0.402328047798392,0.012424358,0.7005625,1.0,0.3307078227485609
Plasmablasts,Cancer Epithelial,COL1A1,DDR1,0.23270856,1.0,0.05240878,0.20436585507343452,-1.6638950444730702,0.027490344,0.70179766,1.0,0.33531269293097954
T-cells,Cancer Epithelial,HLA-A,APLP2,0.943552,0.0,0.82353854,0.2706896014287572,0.2891593641795027,0.048451222,0.9031863,0.29042816749643274,0.3389081672108171
Cancer Epithelial,Myeloid,HLA-DMA,CD4,0.23260745,0.664,0.05247605,0.20566982724403834,-0.23130659724448244,0.036775317,0.7019319,1.0,0.33991226407254727
B-cells,Cancer Epithelial,S100A8,CD69,0.23523256,0.745,0.05311483,-0.07021796552030436,-1.0498104562915431,0.0055492814,0.7031961,1.0,0.3445065392239479
Plasmablasts,Cancer Epithelial,LUM,ITGB1,0.9412943,0.971,0.6779206,-0.027597299229546207,-2.072744426833968,0.015912905,0.8943392,1.0,0.3455252144670331
CAFs,Cancer Epithelial,ARF6,SMAP1,0.23532894,0.237,0.053126633,0.09097443639422884,-0.037484688801539795,0.03255415,0.7032193,0.8479845567129164,0.34909552143586486
Cancer Epithelial,Endothelial,ARF1,INSR,0.9363637,0.0,0.74955225,0.7789983869891071,1.48044078619464,0.19439827,0.89899194,0.017688151342452645,0.3505214420904102
Endothelial,Cancer Epithelial,APP,CD74,0.93394655,0.996,0.8099092,0.036226607485673606,-1.0036314595833524,0.024302982,0.9024543,1.0,0.35219317156488705
Cancer Epithelial,Plasmablasts,COPA,CD74,1.129027,0.491,0.5974308,0.13572400802503537,-1.1181345868345052,0.034440614,0.88821685,1.0,0.35722732539693547
Cancer Epithelial,Plasmablasts,HMGB1,CXCR4,1.5130377,0.0,0.5952481,0.5932555996762936,0.5030263517347089,0.046416845,0.88803506,0.2687686998626348,0.3605991491284055
Myeloid,Cancer Epithelial,ICAM1,CAV1,0.23714305,0.962,0.054091673,-0.07160034628758088,-0.6368537052773342,0.016213778,0.70509434,1.0,0.36283077170821565
Cancer Epithelial,Endothelial,MMP7,CD151,0.9244309,0.0,0.6810657,0.8210087125978343,1.1512822470605968,0.106777005,0.8945577,0.018307068764528363,0.3690832552418199
Cancer Epithelial,Myeloid,HLA-DRA,CD4,0.23618272,0.99,0.05442803,0.1474054698427806,-0.7759271846568992,0.024259152,0.7057384,1.0,0.371961175872728
CAFs,Cancer Epithelial,PLA2G2A,ITGB1,0.9207096,0.0,0.6203868,0.43294951250574465,1.816648575089736,0.18093772,0.890075,0.021804862358911475,0.37421094343030736
Myeloid,Cancer Epithelial,CD14,ITGB1,0.91929656,0.0,0.6164373,0.6873534397741439,0.7783148316799297,0.20578727,0.8897622,0.047338274105418264,0.37764481860719723
CAFs,Cancer Epithelial,LGALS1,CD69,1.6384274,0.0,0.5810548,0.3507225257053519,0.45938698008170026,0.022414954,0.8868296,0.9922754002236756,0.37936633501878925
Plasmablasts,Cancer Epithelial,CCL5,SDC4,0.23401347,0.21,0.05468334,0.14227351751155476,-0.42238155233011,0.023044838,0.70622414,1.0,0.38107048149579087
PVL,Cancer Epithelial,COL4A2,SDC1,0.8335935,0.0,0.2643078,0.40392081388745465,1.0117145920753896,0.109939076,0.84089375,0.0343303427239224,0.3831519327200646
CAFs,Cancer Epithelial,FBN1,ITGB1,0.91284025,0.0,0.59839195,0.42615165461429333,0.7214513941343725,0.14790046,0.88829666,0.06614962774729694,0.3845492652692488
Myeloid,Cancer Epithelial,FN1,ITGA6,0.9421919,0.0,0.27011195,0.17747278628583807,-0.023690769387916116,0.043595377,0.84234154,0.6247995478524125,0.3869537568280794
B-cells,Cancer Epithelial,FN1,ITGA6,0.25362715,1.0,0.054855697,-0.22554440692959932,-1.6524481159755704,0.008853569,0.7065505,1.0,0.39015871298287236
Cancer Epithelial,CAFs,CCL5,SDC1,0.23829615,0.214,0.05506028,0.13560677832435813,-0.1281010748039163,0.030320873,0.70693624,0.8256890672999581,0.3946949335521286
PVL,Cancer Epithelial,SPON2,ITGB1,0.90860116,0.0,0.58654386,0.24153212408847935,0.16430650285271597,0.061136704,0.8873006,0.40450520761727293,0.39674892286618657
Cancer Epithelial,CAFs,AGRN,ITGB1,0.6457726,0.0,0.27288973,0.32643683604302814,0.4107288157750383,0.09883314,0.8430197,0.20426785875240838,0.39721504939894003
Cancer Epithelial,Endothelial,SLPI,PLSCR1,0.90835,0.0,0.8070792,1.044425681629647,1.6225128236201676,0.20832033,0.9023001,0.017688151342452645,0.398503761711812
Endothelial,Cancer Epithelial,HMGB1,SDC1,0.85846514,0.003,0.273133,0.14611313430472272,0.1076547452232735,0.03845318,0.8430786,0.497308942795169,0.3985103750461718
CAFs,Cancer Epithelial,COL4A1,CD44,0.23708628,0.96,0.05515171,-0.06625184415452157,-0.6372464049530202,0.01556179,0.7071081,1.0,0.399225925222382
Cancer Epithelial,Myeloid,LGALS1,PTPRC,0.5817525,1.0,0.2629062,0.03719364201397929,-0.9916483060399492,0.01126109,0.8405377,1.0,0.4011093281184509
B-cells,Cancer Epithelial,COL1A1,CD44,0.23924355,0.998,0.056034274,-0.24508480870537222,-2.169809077715182,0.0058760787,0.7087494,1.0,0.40375163004305836
CAFs,Cancer Epithelial,PLAU,ITGB1,0.9061305,0.0,0.5796384,0.3761270229837424,0.639760727088554,0.10320684,0.8867071,0.08905310603329683,0.4037862574702631
Cancer Epithelial,PVL,VEGFA,ITGB1,0.7413939,0.0,0.27437934,0.3380882465731455,0.7558382789378331,0.07382428,0.84337956,0.07292890595921872,0.4050288357318814
CAFs,Cancer Epithelial,COL5A2,DDR1,0.6081248,0.0,0.25849402,0.7990247613227814,1.386785034358096,0.51533,0.83940023,0.017688151342452645,0.4050288357318814
Endothelial,Cancer Epithelial,ADAM15,ITGB1,0.90452105,0.0,0.57514006,0.45911133664043796,0.7539124408453158,0.096798666,0.88631517,0.05366953644189187,0.4055530305173542
CAFs,Cancer Epithelial,COL6A2,CD44,0.77623206,0.0,0.2757231,0.3906291607689931,0.87324413648817,0.077502206,0.84370196,0.06138409307161087,0.4063410842155877
Plasmablasts,Cancer Epithelial,APOE,SDC2,0.23863457,0.997,0.056061808,-0.1417771997511717,-1.7320948309473392,0.009976847,0.7088001,1.0,0.4082720815831774
Cancer Epithelial,Endothelial,FN1,PLAUR,0.6551677,1.0,0.27660182,-0.2042100550608663,-1.3003929736175337,0.009023382,0.84391165,1.0,0.4089739360503955
Cancer Epithelial,Endothelial,LGALS3BP,ITGB1,0.5795531,0.995,0.2776897,-0.14186244931632733,-0.8138149206705031,0.0131310215,0.84417,1.0,0.41161813628266264
Cancer Epithelial,CAFs,PTN,SDC1,0.24117897,0.0,0.056673665,0.25438423482644984,0.5476391338861821,0.10917038,0.70991904,0.183253589775331,0.41278728289342226
B-cells,Cancer Epithelial,LUM,ITGB1,0.90017533,0.906,0.56299394,-0.04752190030214365,-1.896036093914277,0.013215218,0.88523537,1.0,0.4144313458950514
Cancer Epithelial,Endothelial,S100A9,CD36,0.89980805,0.0,0.80575275,0.8948653558431628,1.56384610305582,0.26321462,0.9022276,0.017688151342452645,0.4162158852548312
B-cells,Cancer Epithelial,VIM,CD44,0.24153672,1.0,0.05697244,-0.3557125699500882,-1.7154642739021864,0.0040597655,0.7104601,1.0,0.41729723702447674
PVL,Cancer Epithelial,POSTN,PTK7,0.25111848,1.0,0.056977965,-0.044425230436224,-0.7993807251898899,0.028789625,0.7104701,1.0,0.4218019470270241
CAFs,Cancer Epithelial,COL6A1,CD44,0.7245169,0.0,0.25456578,0.34917935728147803,0.8059857294481174,0.070625246,0.8383654,0.08357075569426475,0.4223090544508482
